fomc_date,lm_pct,sentiment,llm_classification,inner_confidence,lm_llm_disagree,no_rate_change,stmt_length,uncertainty_index,uncertainty_index_norm,avg_car,car_variance
2006-01-31,3.0195,Neutral,Hawkish,0.9424941934174108,1,1,832,1.100687103879319,0.9975884424677871,0.0005564344056863453,0.00012367486404538526
2006-03-28,2.7397,Neutral,Hawkish,0.9522247679665056,1,1,1159,0.701139786267833,0.674453673307142,-0.007860360646786491,9.841936584570664e-05
2006-05-10,2.7119,Neutral,Hawkish,0.946392114927932,1,1,1282,0.6403362728922208,0.6252786985476072,-0.006793695510991163,0.0001126176561571313
2006-08-08,2.8881,Neutral,Hawkish,0.9387387370616732,1,1,1069,0.8935955549258698,0.8301026981853945,-0.0064020220647802275,0.00024617316314082824
2006-10-25,3.0576,Neutral,Hawkish,0.9238729851984998,1,1,1008,1.1036689289109125,1.0,-0.0002157682104688798,0.0001031191254420531
2006-12-12,3.0357,Neutral,Hawkish,0.915159509964833,1,1,1082,1.0611087281406137,0.9655793443100671,0.00416576209337895,0.00017372183699174333
2007-05-09,3.5647,Dovish,Hawkish,0.9367234526472572,1,1,830,0.9759025645333403,0.8966686726707365,0.0028322666147145323,8.363535879801442e-05
2007-09-18,3.5461,Dovish,Dovish,0.9112241471521052,0,1,1117,0.6304693622682478,0.6172988129464065,0.011279183645362572,0.0002343631298659316
2007-12-11,2.9982,Neutral,Dovish,0.9179015068840366,1,1,1201,0.9900300848482969,0.9080943357012787,-0.03070976031093112,0.0010522298400868961
2008-03-18,3.6332,Dovish,Dovish,0.9459668341954096,0,1,1319,0.4827258385815001,0.49781091422418244,0.023706363704788125,0.001986906940291953
2008-04-30,3.1142,Neutral,Dovish,0.9490495487415525,1,1,1392,1.0795237592012488,0.9804725410569181,0.013552797453828704,0.0001799059440356175
2008-06-25,3.3868,Neutral,Dovish,0.9292248134599184,1,1,1322,1.066729460286928,0.9701251237573444,0.012753208874850592,0.0004050513046430018
2008-12-16,3.6437,Dovish,Dovish,0.9264004557510084,0,1,1631,0.39783933709900376,0.42915877002915237,0.014236037039174115,0.003029848161728794
2009-01-28,3.04,Neutral,Dovish,0.9217788459102264,1,1,2488,0.7382166086527653,0.7044396347051242,0.05776191650378191,0.005849405432367293
2009-04-29,3.0894,Neutral,Dovish,0.9418407709181852,1,1,2503,0.791798098050924,0.7477737817379757,0.004303379913486642,0.0020640333837930744
2009-08-12,3.231,Neutral,Dovish,0.9473772052664512,1,1,2431,0.9721994370139432,0.8936737601699939,-0.0055739700601100265,0.0006883687078567427
2009-09-23,3.3981,Neutral,Dovish,0.9493034258096148,1,1,2475,0.7848085475000874,0.7421209674047872,0.001562638433402868,0.00028549688602787194
2010-03-16,3.3708,Neutral,Dovish,0.9182837663967705,1,1,2363,0.8424692810970611,0.7887542121275292,0.008602060395777199,0.00016307894300955023
2010-06-23,3.6244,Dovish,Dovish,0.9098935115140788,0,1,1753,0.39169076318093327,0.424186097391628,-0.0056230219056675815,0.0003016846124136832
2010-08-10,3.47,Neutral,Dovish,0.8922674784133701,1,1,1999,0.8127284937585486,0.764701285158236,-0.0015170061285433767,0.00018165486861616574
2010-09-21,3.7217,Dovish,Dovish,0.91131932558621,0,1,2025,0.2158385650302161,0.2819652465659473,-0.020992048398537074,0.00023267543488599926
2010-11-03,3.4215,Neutral,Dovish,0.919008341075664,1,1,2560,0.7379501157257746,0.7042241079661115,0.0179339716608142,0.00032403194615929616
2010-12-14,3.5994,Dovish,Dovish,0.8975891490799537,0,1,2636,0.21467315031219064,0.28102271485747077,-0.01298570999384785,0.00020680272975459618
2011-01-26,3.68,Dovish,Dovish,0.8948153213915183,0,1,2612,0.12714026336355078,0.21023030061426604,-0.002077164143459464,5.9650028870161896e-05
2011-03-15,3.0645,Neutral,Dovish,0.9310540818806476,1,1,2774,0.6998337553597465,0.6733974179466402,0.016312915239547022,0.0003595719915043773
2011-04-27,3.0744,Neutral,Dovish,0.9054675994092268,1,1,2784,0.7089408550673717,0.6807628048032929,-0.006743986291470059,0.00026280602342131993
2011-06-22,3.47,Neutral,Dovish,0.9259891445596848,1,1,2736,0.6408698646398562,0.6257102420434537,-0.008668395266304009,0.0001816804753921964
2011-08-09,3.681,Dovish,Dovish,0.9209530974112335,0,1,2983,0.03947253072293136,0.13932882962201193,-0.012354802119362483,0.0016174476033701554
2011-09-21,3.4277,Neutral,Dovish,0.9014240890342756,1,1,3290,0.5605599962062684,0.5607594598613957,0.003290369217590627,0.0004354455405653624
2011-11-02,3.4375,Neutral,Dovish,0.9479499903860787,1,1,2901,0.6399462169752982,0.6249632399695644,0.003804554683716573,0.00032249225186124645
2011-12-13,3.231,Neutral,Dovish,0.9075473115333724,1,1,2542,0.9463157086120777,0.8727402380726521,0.005943788130448668,0.00030969205611469435
2012-01-25,3.6007,Dovish,Dovish,0.9521031007193892,0,1,2352,0.2793960985492012,0.3333675411548644,-0.021395472422624864,0.0006280313597312919
2012-03-13,3.231,Neutral,Dovish,0.9244425271536516,1,1,2437,0.9708003165597884,0.8925422184350026,0.021470704753991206,0.0005799558546684778
2012-04-25,3.1898,Neutral,Dovish,0.9333305160464042,1,1,2488,0.9113032022140042,0.8444237967552349,-0.018594732861150952,0.00020294772193744562
2012-06-20,3.3794,Neutral,Dovish,0.9300760728112872,1,1,2804,0.7296970471784479,0.697549420682888,0.014593708770385556,0.00027379996344570454
2012-08-01,3.645,Dovish,Dovish,0.9108401144320442,0,1,2506,0.19229885094176066,0.26292745118403194,-0.006419674371948205,6.818276496746062e-05
2012-09-13,3.3333,Neutral,Dovish,0.9403972626391868,1,1,3167,0.6983165611918842,0.672170383836801,0.005494030579731709,0.00010295927741532072
2012-10-24,3.1963,Neutral,Dovish,0.9219172597515648,1,1,3115,0.7726055477197582,0.7322517645763041,0.005870848150608718,8.40627127696005e-05
2012-12-12,2.7417,Neutral,Dovish,0.9130881065608664,1,1,4112,0.014850238532017834,0.11941549682608658,0.00956356991701174,5.971615364012654e-05
2013-01-30,2.6549,Neutral,Dovish,0.933898970940358,1,1,3867,-0.028312175952577623,0.08450779947431016,0.006380202127803465,8.961217734325142e-05
2013-03-20,2.9718,Neutral,Dovish,0.9201892532892224,1,1,3846,0.34274723895843734,0.3846029148637371,-0.007378060802350686,4.776754026817256e-05
2013-05-01,2.6786,Neutral,Dovish,0.9245717384168683,1,1,4001,-0.03217500538730611,0.08138372769938292,-0.008247196272861341,0.00010784095217549483
2013-06-19,2.6667,Neutral,Dovish,0.9334994706949596,1,1,4010,-0.0480235556505057,0.06856617792469094,0.021303426069348527,0.0004533354783729742
2013-07-31,2.6432,Neutral,Dovish,0.9427664301178806,1,1,4187,-0.11645071284439745,0.013225564511618305,0.0013233892749047727,0.00015062458048480386
2013-09-18,2.9745,Neutral,Dovish,0.9377139794754544,1,1,4884,0.10381911869815463,0.19136927373248236,-0.01991185398654591,0.0005054299206363668
2013-10-30,2.8249,Neutral,Dovish,0.9269934382071918,1,1,4757,-0.03942166833839733,0.07552297314874706,-0.0014759038490966866,0.00011628876582193379
2013-12-18,2.9619,Neutral,Dovish,0.8896566493263302,1,1,5272,-0.0012160227769252296,0.10642187276579912,0.003821697535518111,9.639120579928218e-05
2014-01-29,2.9915,Neutral,Dovish,0.9205280851919002,1,1,5349,0.015029954332532736,0.11956084237379558,-0.0018490757814009458,7.460812368766749e-05
2014-03-19,3.3195,Neutral,Dovish,0.9264631061677374,1,1,5456,0.18049733484197383,0.2533829491624755,0.025354633812648665,0.0003944098641209692
2014-04-30,3.1161,Neutral,Dovish,0.9049014267689623,1,1,5268,0.17788730314540202,0.25127208030515086,0.00021021340032634952,9.141320052401531e-05
2014-06-18,2.8531,Neutral,Dovish,0.8965004066330299,1,1,5183,-0.10617549602780751,0.021535668641344843,-0.007249955201553178,4.8025905063890114e-05
2014-07-30,2.8289,Neutral,Dovish,0.9208727280221024,1,1,5090,-0.112451048642492,0.016460301704522087,0.01386256242585845,0.00014882876432149427
2014-09-17,2.8129,Neutral,Dovish,0.9346853156200248,1,1,5098,-0.1328037621873721,0.0,0.0115091376252934,0.00011407249690695958
2014-10-29,2.7941,Neutral,Dovish,0.9320815103401048,1,1,4165,0.06303698539665537,0.15838663400650918,0.00450317524414299,9.822890109431233e-05
2014-12-17,3.2401,Neutral,Dovish,0.9089462260685708,1,1,3918,0.6308813718851534,0.617632026627446,0.0001846928656933209,8.680400340484686e-05
2015-01-28,3.0769,Neutral,Dovish,0.921638909683972,1,1,3718,0.49403306576736594,0.5069556590028337,-0.00854784330427022,0.0001577607715259704
2015-03-18,3.2357,Neutral,Dovish,0.9327986604226652,1,1,3732,0.6742541059639556,0.6527098204121812,-0.0203752105547504,0.00022787577169206558
2015-04-29,2.9186,Neutral,Dovish,0.9328217006519296,1,1,3623,0.3332778773145549,0.3769445478718455,0.017851938216142466,0.00016371128853283026
2015-06-17,2.6235,Neutral,Dovish,0.8915239628029813,1,1,3487,0.02401761766711033,0.1268296348018713,-0.012987788210269203,3.871195871160366e-05
